SentimentID,PostID,UserID,DateID,SentimentScore,SentimentCategory
1834,1834,1277,1834,-0.82,Neutral
1835,1835,4019,1835,0.27,Positive
1836,1836,3381,1836,0.06,Positive
1837,1837,628,1837,-0.24,Neutral
1838,1838,54,1838,-0.39,Neutral
1839,1839,3961,1839,0.16,Positive
1840,1840,2230,1840,0.9,Positive
1841,1841,1118,1841,-0.63,Neutral
1842,1842,1035,1842,-0.95,Neutral
1843,1843,592,1843,0.15,Positive
1844,1844,4293,1844,-0.56,Neutral
1845,1845,3872,1845,-0.39,Neutral
1846,1846,1190,1846,0.04,Negative
1847,1847,4131,1847,0.69,Positive
1848,1848,534,1848,-0.24,Neutral
1849,1849,4077,1849,-0.72,Neutral
1850,1850,2418,1850,0.87,Neutral
1851,1851,785,1851,0.83,Positive
1852,1852,4175,1852,-0.44,Neutral
1853,1853,3304,1853,-0.23,Positive
1854,1854,994,1854,-0.91,Neutral
1855,1855,3002,1855,-0.15,Positive
1856,1856,2681,1856,0.37,Positive
1857,1857,4075,1857,0.63,Neutral
1858,1858,1735,1858,0.76,Neutral
1859,1859,2355,1859,0.25,Neutral
1860,1860,976,1860,-0.81,Neutral
1861,1861,4624,1861,0.3,Negative
1862,1862,2033,1862,-0.52,Neutral
1863,1863,68,1863,-0.3,Negative
1864,1864,597,1864,-0.15,Negative
1865,1865,1877,1865,0.51,Neutral
1866,1866,1676,1866,0.67,Neutral
1867,1867,2535,1867,-0.89,Neutral
1868,1868,3725,1868,0.18,Neutral
1869,1869,1315,1869,-0.95,Positive
1870,1870,4140,1870,0.23,Positive
1871,1871,3683,1871,-0.89,Negative
1872,1872,1746,1872,-0.55,Negative
1873,1873,4862,1873,0.35,Neutral
1874,1874,4280,1874,0.57,Neutral
1875,1875,4211,1875,0.84,Neutral
1876,1876,1383,1876,0.21,Positive
1877,1877,935,1877,0.13,Neutral
1878,1878,3037,1878,-0.6,Neutral
1879,1879,1194,1879,0.28,Neutral
1880,1880,3355,1880,-0.47,Negative
1881,1881,1046,1881,0.14,Positive
1882,1882,3488,1882,0.96,Neutral
1883,1883,454,1883,0.8,Negative
1884,1884,3419,1884,-0.22,Neutral
1885,1885,4679,1885,0.59,Neutral
1886,1886,3514,1886,0.88,Neutral
1887,1887,1932,1887,0.86,Positive
1888,1888,1391,1888,0.56,Neutral
1889,1889,3143,1889,-0.98,Positive
1890,1890,4021,1890,-0.35,Neutral
1891,1891,268,1891,-0.4,Positive
1892,1892,2045,1892,-0.68,Negative
1893,1893,4693,1893,-0.8,Neutral
1894,1894,675,1894,-0.46,Neutral
1895,1895,2375,1895,-0.65,Negative
1896,1896,4542,1896,0.74,Neutral
1897,1897,160,1897,0.11,Positive
1898,1898,168,1898,0.72,Neutral
1899,1899,2137,1899,0.07,Negative
1900,1900,3640,1900,0.95,Neutral
1901,1901,3994,1901,-0.15,Negative
1902,1902,4218,1902,-0.11,Positive
1903,1903,4811,1903,-0.51,Negative
1904,1904,4859,1904,0.91,Neutral
1905,1905,4088,1905,-0.96,Negative
1906,1906,2717,1906,-0.35,Neutral
1907,1907,2729,1907,0.59,Negative
1908,1908,2558,1908,-0.87,Positive
1909,1909,1690,1909,0.83,Positive
1910,1910,2183,1910,0.22,Negative
1911,1911,4513,1911,0.48,Neutral
1912,1912,4033,1912,-0.06,Negative
1913,1913,4839,1913,0.59,Neutral
1914,1914,1173,1914,-0.13,Neutral
1915,1915,3417,1915,-0.95,Positive
1916,1916,2119,1916,0.65,Negative
1917,1917,3424,1917,-0.29,Neutral
1918,1918,4432,1918,-0.13,Positive
1919,1919,3183,1919,0.69,Neutral
1920,1920,2541,1920,-0.85,Neutral
1921,1921,2794,1921,0.91,Neutral
1922,1922,1052,1922,-0.34,Positive
1923,1923,4141,1923,0.75,Negative
1924,1924,789,1924,-0.64,Neutral
1925,1925,541,1925,-0.03,Neutral
1926,1926,3927,1926,0.64,Neutral
1927,1927,1898,1927,0.42,Positive
1928,1928,1488,1928,-0.06,Negative
1929,1929,723,1929,0.07,Negative
1930,1930,4826,1930,-0.67,Negative
1931,1931,164,1931,0.04,Neutral
1932,1932,1587,1932,0.74,Neutral
1933,1933,1001,1933,-0.41,Positive
1934,1934,1679,1934,0.4,Positive
1935,1935,1708,1935,0.92,Negative
1936,1936,3403,1936,0.61,Negative
1937,1937,1389,1937,-0.49,Negative
1938,1938,3062,1938,0.6,Neutral
1939,1939,3920,1939,-0.98,Neutral
1940,1940,2639,1940,-0.21,Positive
1941,1941,1976,1941,-0.62,Negative
1942,1942,4419,1942,0.34,Positive
1943,1943,1331,1943,-0.91,Negative
1944,1944,1594,1944,0.18,Positive
1945,1945,1261,1945,-0.81,Negative
1946,1946,1817,1946,0.09,Negative
1947,1947,4643,1947,-0.46,Neutral
1948,1948,2499,1948,0.53,Negative
1949,1949,17,1949,0.05,Neutral
1950,1950,2171,1950,-0.52,Positive
1951,1951,4864,1951,0.8,Negative
1952,1952,1641,1952,0.74,Neutral
1953,1953,3885,1953,-0.8,Positive
1954,1954,4573,1954,0.18,Positive
1955,1955,2185,1955,-0.35,Positive
1956,1956,770,1956,0.42,Positive
1957,1957,3307,1957,0.34,Negative
1958,1958,4592,1958,-0.51,Positive
1959,1959,2044,1959,0.51,Negative
1960,1960,879,1960,0.89,Neutral
1961,1961,1629,1961,-0.98,Positive
1962,1962,1692,1962,0.88,Negative
1963,1963,3524,1963,-0.98,Negative
1964,1964,2680,1964,-0.19,Positive
1965,1965,782,1965,0.83,Positive
1966,1966,3942,1966,-0.7,Neutral
1967,1967,787,1967,0.09,Negative
1968,1968,1647,1968,0.36,Negative
1969,1969,2556,1969,-0.32,Negative
1970,1970,3785,1970,-0.93,Negative
1971,1971,1782,1971,-0.1,Neutral
1972,1972,4466,1972,0.54,Positive
1973,1973,2775,1973,0.43,Positive
1974,1974,464,1974,0.8,Positive
1975,1975,1620,1975,-0.26,Positive
1976,1976,2834,1976,-0.94,Positive
1977,1977,4345,1977,-0.36,Neutral
1978,1978,4030,1978,-0.57,Negative
1979,1979,5,1979,-0.98,Neutral
1980,1980,4561,1980,0.75,Negative
1981,1981,3054,1981,-0.97,Neutral
1982,1982,0,1982,-0.01,Positive
1983,1983,1559,1983,-0.58,Positive
1984,1984,4796,1984,-0.13,Positive
1985,1985,594,1985,-0.45,Neutral
1986,1986,58,1986,-0.95,Positive
1987,1987,2636,1987,0.81,Negative
1988,1988,1355,1988,-0.78,Negative
1989,1989,938,1989,0.09,Positive
1990,1990,2426,1990,-0.58,Neutral
1991,1991,2725,1991,0.72,Negative
1992,1992,4343,1992,1.0,Negative
1993,1993,2414,1993,0.64,Negative
1994,1994,790,1994,0.99,Positive
1995,1995,646,1995,-0.29,Negative
1996,1996,2863,1996,0.09,Positive
1997,1997,1378,1997,0.98,Positive
1998,1998,3770,1998,0.44,Neutral
1999,1999,3187,1999,-0.61,Positive
2000,2000,4925,2000,0.61,Positive
2001,2001,105,2001,0.53,Negative
2002,2002,413,2002,0.45,Neutral
2003,2003,1721,2003,0.41,Positive
2004,2004,1512,2004,0.96,Positive
2005,2005,704,2005,-0.01,Positive
2006,2006,3616,2006,0.28,Positive
2007,2007,4058,2007,0.62,Positive
2008,2008,4703,2008,0.57,Positive
2009,2009,1680,2009,0.76,Neutral
2010,2010,2745,2010,-0.8,Positive
2011,2011,2636,2011,-0.84,Negative
2012,2012,938,2012,-0.91,Positive
2013,2013,4488,2013,0.84,Neutral
2014,2014,587,2014,0.22,Positive
2015,2015,3837,2015,-0.08,Positive
2016,2016,1067,2016,0.81,Neutral
2017,2017,594,2017,-0.05,Positive
2018,2018,1410,2018,0.82,Positive
2019,2019,4668,2019,-0.37,Neutral
2020,2020,1932,2020,0.38,Positive
2021,2021,1278,2021,0.55,Neutral
2022,2022,161,2022,-0.34,Neutral
2023,2023,3810,2023,0.31,Neutral
2024,2024,3306,2024,-0.29,Neutral
2025,2025,986,2025,0.49,Neutral
2026,2026,1405,2026,-0.72,Positive
2027,2027,1589,2027,0.19,Neutral
2028,2028,4970,2028,0.81,Negative
2029,2029,688,2029,-0.16,Negative
2030,2030,3464,2030,-0.33,Neutral
2031,2031,3349,2031,-0.73,Negative
2032,2032,3805,2032,-0.01,Positive
2033,2033,3969,2033,-0.49,Negative
2034,2034,1029,2034,-0.06,Positive
2035,2035,1328,2035,-0.89,Positive
2036,2036,4161,2036,0.65,Negative
2037,2037,4111,2037,-0.39,Positive
2038,2038,1226,2038,0.45,Positive
2039,2039,3056,2039,-0.68,Positive
2040,2040,1987,2040,0.44,Neutral
2041,2041,642,2041,0.82,Negative
2042,2042,209,2042,0.35,Negative
2043,2043,302,2043,0.47,Negative
2044,2044,1254,2044,-0.82,Neutral
2045,2045,4434,2045,0.33,Positive
2046,2046,989,2046,-0.13,Neutral
2047,2047,3491,2047,0.52,Positive
2048,2048,1887,2048,0.32,Neutral
2049,2049,132,2049,-0.68,Negative
2050,2050,1007,2050,-0.75,Negative
2051,2051,3241,2051,-0.98,Positive
2052,2052,3054,2052,0.72,Negative
2053,2053,3073,2053,0.62,Positive
2054,2054,1984,2054,0.22,Neutral
2055,2055,3720,2055,-0.73,Neutral
2056,2056,1282,2056,0.66,Positive
2057,2057,3802,2057,0.29,Positive
2058,2058,1416,2058,-0.62,Neutral
2059,2059,3363,2059,0.19,Negative
2060,2060,3169,2060,0.42,Neutral
2061,2061,1390,2061,0.17,Neutral
2062,2062,1342,2062,0.79,Positive
2063,2063,3587,2063,0.03,Negative
2064,2064,2432,2064,-0.08,Neutral
2065,2065,1299,2065,0.34,Positive
2066,2066,2200,2066,0.7,Positive
2067,2067,469,2067,0.42,Positive
2068,2068,996,2068,0.95,Neutral
2069,2069,4135,2069,0.95,Negative
2070,2070,4684,2070,0.82,Neutral
2071,2071,2583,2071,-0.07,Negative
2072,2072,4734,2072,0.42,Neutral
2073,2073,2908,2073,0.14,Negative
2074,2074,424,2074,0.18,Negative
2075,2075,4480,2075,-0.0,Positive
2076,2076,4364,2076,0.77,Negative
2077,2077,204,2077,-0.26,Negative
2078,2078,1121,2078,0.61,Positive
2079,2079,4854,2079,0.73,Negative
2080,2080,1536,2080,-0.16,Negative
2081,2081,294,2081,-0.27,Negative
2082,2082,1374,2082,0.19,Neutral
2083,2083,1406,2083,-0.77,Positive
2084,2084,369,2084,0.04,Neutral
2085,2085,4850,2085,-0.8,Positive
2086,2086,4980,2086,-0.58,Negative
2087,2087,4760,2087,-0.64,Neutral
2088,2088,1354,2088,-0.71,Negative
2089,2089,1694,2089,-0.47,Neutral
2090,2090,1162,2090,-0.95,Negative
2091,2091,1960,2091,0.47,Positive
2092,2092,2382,2092,-0.38,Negative
2093,2093,1933,2093,0.5,Neutral
2094,2094,3083,2094,0.85,Negative
2095,2095,742,2095,-0.9,Neutral
2096,2096,4298,2096,-0.6,Positive
2097,2097,1879,2097,-0.17,Neutral
2098,2098,4023,2098,0.97,Positive
2099,2099,127,2099,0.51,Negative
2100,2100,1936,2100,-0.44,Positive
2101,2101,2421,2101,0.86,Positive
2102,2102,1613,2102,-0.46,Negative
2103,2103,2866,2103,-0.87,Negative
2104,2104,3139,2104,0.17,Neutral
2105,2105,1994,2105,-0.46,Negative
2106,2106,680,2106,-0.61,Neutral
2107,2107,2699,2107,0.34,Neutral
2108,2108,2637,2108,-0.89,Neutral
2109,2109,2237,2109,0.59,Negative
2110,2110,3907,2110,-0.85,Positive
2111,2111,936,2111,0.02,Neutral
2112,2112,1106,2112,0.73,Positive
2113,2113,1171,2113,-0.89,Positive
2114,2114,4987,2114,-0.91,Negative
2115,2115,3301,2115,-0.66,Positive
2116,2116,2889,2116,-0.41,Negative
2117,2117,243,2117,-0.49,Neutral
2118,2118,4314,2118,0.09,Neutral
2119,2119,703,2119,0.38,Positive
2120,2120,1120,2120,-0.93,Negative
2121,2121,592,2121,-0.44,Negative
2122,2122,914,2122,0.68,Positive
2123,2123,1480,2123,0.0,Negative
2124,2124,4824,2124,0.05,Negative
2125,2125,2771,2125,1.0,Neutral
2126,2126,1777,2126,-0.31,Neutral
2127,2127,3865,2127,0.49,Neutral
2128,2128,2967,2128,-0.86,Positive
2129,2129,1,2129,0.78,Positive
2130,2130,439,2130,0.1,Negative
2131,2131,1772,2131,0.14,Neutral
2132,2132,2425,2132,0.23,Negative
2133,2133,2130,2133,0.01,Negative
2134,2134,620,2134,0.86,Neutral
2135,2135,1807,2135,-0.05,Negative
2136,2136,2142,2136,-0.31,Negative
2137,2137,4274,2137,-0.16,Neutral
2138,2138,837,2138,0.04,Negative
2139,2139,3944,2139,0.15,Positive
2140,2140,1114,2140,-0.91,Neutral
2141,2141,1653,2141,-0.72,Positive
2142,2142,2274,2142,0.32,Neutral
2143,2143,4285,2143,-0.39,Negative
2144,2144,3745,2144,-0.0,Neutral
2145,2145,3546,2145,-0.12,Positive
2146,2146,4263,2146,0.59,Negative
2147,2147,1239,2147,-0.21,Positive
2148,2148,885,2148,0.33,Negative
2149,2149,4995,2149,0.36,Positive
2150,2150,4625,2150,0.34,Neutral
2151,2151,1479,2151,0.54,Positive
2152,2152,4097,2152,-0.72,Positive
2153,2153,3549,2153,-0.32,Negative
2154,2154,2366,2154,-0.44,Positive
2155,2155,2491,2155,-0.99,Positive
2156,2156,4908,2156,0.34,Positive
2157,2157,4696,2157,-0.9,Negative
2158,2158,4148,2158,-0.6,Neutral
2159,2159,774,2159,0.39,Negative
2160,2160,3664,2160,-0.74,Positive
2161,2161,1175,2161,-0.82,Positive
2162,2162,4743,2162,-0.45,Positive
2163,2163,4971,2163,0.73,Neutral
2164,2164,1293,2164,0.38,Negative
2165,2165,814,2165,0.42,Positive
2166,2166,2890,2166,0.74,Negative
2167,2167,1280,2167,0.68,Positive
2168,2168,1375,2168,-0.1,Neutral
2169,2169,235,2169,0.42,Neutral
2170,2170,366,2170,0.21,Neutral
2171,2171,4904,2171,-0.84,Neutral
2172,2172,3597,2172,-0.92,Neutral
2173,2173,1986,2173,0.8,Positive
2174,2174,4989,2174,-0.45,Negative
2175,2175,2992,2175,-0.64,Neutral
2176,2176,4412,2176,0.21,Positive
2177,2177,4355,2177,0.82,Negative
2178,2178,3023,2178,-0.73,Negative
2179,2179,1001,2179,0.3,Negative
2180,2180,2040,2180,-0.12,Negative
2181,2181,3781,2181,0.66,Neutral
2182,2182,1135,2182,0.34,Positive
2183,2183,998,2183,0.23,Negative
2184,2184,4157,2184,-0.17,Negative
2185,2185,2684,2185,0.04,Neutral
2186,2186,265,2186,-0.28,Positive
2187,2187,3862,2187,0.57,Neutral
2188,2188,315,2188,-0.75,Negative
2189,2189,4335,2189,-0.89,Neutral
2190,2190,1096,2190,0.7,Negative
2191,2191,3966,2191,0.15,Neutral
2192,2192,1761,2192,0.88,Neutral
2193,2193,1533,2193,0.46,Positive
2194,2194,4591,2194,-0.12,Neutral
2195,2195,4795,2195,0.37,Negative
2196,2196,1904,2196,0.21,Negative
2197,2197,377,2197,-0.6,Neutral
2198,2198,2359,2198,-0.19,Negative
2199,2199,894,2199,0.22,Neutral
2200,2200,1736,2200,-0.95,Negative
2201,2201,3114,2201,0.96,Positive
2202,2202,3191,2202,0.91,Neutral
2203,2203,1276,2203,-0.15,Negative
2204,2204,1937,2204,0.24,Positive
2205,2205,4079,2205,0.05,Negative
2206,2206,1221,2206,0.94,Neutral
2207,2207,1648,2207,-0.52,Positive
2208,2208,281,2208,0.87,Neutral
2209,2209,3201,2209,-0.37,Negative
2210,2210,1728,2210,-0.22,Neutral
2211,2211,3935,2211,0.88,Neutral
2212,2212,4621,2212,-0.43,Neutral
2213,2213,4213,2213,-0.55,Neutral
2214,2214,942,2214,-0.65,Positive
2215,2215,2348,2215,0.72,Positive
2216,2216,4350,2216,-0.02,Neutral
2217,2217,2801,2217,0.94,Negative
2218,2218,4061,2218,-0.93,Negative
2219,2219,4784,2219,0.68,Neutral
2220,2220,4756,2220,0.18,Negative
2221,2221,2273,2221,-0.39,Positive
2222,2222,678,2222,0.69,Positive
2223,2223,1853,2223,-0.49,Negative
2224,2224,1467,2224,0.32,Neutral
2225,2225,342,2225,-0.87,Positive
2226,2226,4746,2226,-0.03,Positive
2227,2227,3035,2227,0.58,Positive
2228,2228,744,2228,-0.84,Negative
2229,2229,4374,2229,0.99,Neutral
2230,2230,4565,2230,0.51,Negative
2231,2231,4683,2231,0.39,Positive
2232,2232,4592,2232,0.13,Positive
2233,2233,2217,2233,-0.26,Positive
2234,2234,667,2234,-0.33,Neutral
2235,2235,1226,2235,-0.53,Positive
2236,2236,1720,2236,-0.89,Positive
2237,2237,650,2237,-0.28,Neutral
2238,2238,2519,2238,0.86,Positive
2239,2239,4023,2239,-0.05,Neutral
2240,2240,4465,2240,-0.79,Positive
2241,2241,3457,2241,0.89,Neutral
2242,2242,2883,2242,-0.86,Negative
2243,2243,798,2243,0.49,Neutral
2244,2244,3270,2244,0.21,Positive
2245,2245,153,2245,-0.25,Positive
2246,2246,3890,2246,-0.8,Negative
2247,2247,2386,2247,-0.82,Negative
2248,2248,2584,2248,-0.03,Negative
2249,2249,601,2249,0.41,Neutral
2250,2250,4121,2250,0.02,Negative
2251,2251,2176,2251,0.15,Negative
2252,2252,1720,2252,0.95,Positive
2253,2253,3774,2253,0.98,Positive
2254,2254,3936,2254,-0.54,Negative
2255,2255,4760,2255,0.37,Positive
2256,2256,3155,2256,0.74,Neutral
2257,2257,2627,2257,0.6,Negative
2258,2258,3285,2258,-0.57,Neutral
2259,2259,1028,2259,-0.18,Neutral
2260,2260,3266,2260,-0.38,Neutral
2261,2261,568,2261,0.52,Neutral
2262,2262,4772,2262,-0.15,Neutral
2263,2263,4071,2263,0.11,Positive
2264,2264,285,2264,-0.93,Negative
2265,2265,4644,2265,0.33,Positive
2266,2266,2501,2266,-0.86,Positive
2267,2267,412,2267,0.5,Neutral
2268,2268,2451,2268,-0.3,Positive
2269,2269,2917,2269,-0.19,Positive
2270,2270,760,2270,0.31,Neutral
2271,2271,56,2271,-0.03,Positive
2272,2272,1985,2272,0.43,Neutral
2273,2273,3082,2273,0.07,Negative
2274,2274,3426,2274,-0.93,Positive
2275,2275,2813,2275,-0.15,Neutral
2276,2276,3403,2276,-0.76,Negative
2277,2277,4783,2277,-0.65,Neutral
2278,2278,3341,2278,-0.54,Positive
2279,2279,2727,2279,0.33,Neutral
2280,2280,4409,2280,-0.07,Positive
2281,2281,77,2281,0.02,Neutral
2282,2282,190,2282,0.19,Negative
2283,2283,756,2283,0.63,Negative
2284,2284,812,2284,0.12,Neutral
2285,2285,2142,2285,0.27,Negative
2286,2286,1442,2286,-0.7,Positive
2287,2287,3626,2287,0.52,Negative
2288,2288,2997,2288,-0.07,Negative
2289,2289,1405,2289,0.15,Negative
2290,2290,185,2290,-0.04,Positive
2291,2291,1023,2291,0.35,Neutral
2292,2292,1644,2292,0.71,Negative
2293,2293,899,2293,0.25,Neutral
2294,2294,1043,2294,0.45,Neutral
2295,2295,1057,2295,-0.38,Negative
2296,2296,4872,2296,0.06,Neutral
2297,2297,3947,2297,0.97,Negative
2298,2298,1780,2298,0.59,Negative
2299,2299,4148,2299,0.4,Positive
2300,2300,3985,2300,0.26,Neutral
2301,2301,3980,2301,-0.61,Positive
2302,2302,3295,2302,0.28,Positive
2303,2303,4447,2303,-0.4,Negative
2304,2304,4026,2304,-0.85,Negative
2305,2305,4131,2305,0.85,Negative
2306,2306,1851,2306,-0.11,Negative
2307,2307,4282,2307,0.41,Neutral
2308,2308,2773,2308,0.29,Positive
2309,2309,2742,2309,-0.46,Positive
2310,2310,4355,2310,-0.08,Positive
2311,2311,2412,2311,0.31,Neutral
2312,2312,2274,2312,0.3,Negative
2313,2313,4960,2313,0.23,Neutral
2314,2314,3318,2314,0.89,Positive
2315,2315,4480,2315,-0.56,Negative
2316,2316,2531,2316,0.82,Positive
2317,2317,723,2317,-0.93,Negative
2318,2318,1183,2318,-0.82,Neutral
2319,2319,4401,2319,-0.54,Negative
2320,2320,2732,2320,-0.55,Neutral
2321,2321,2970,2321,-0.89,Negative
2322,2322,2095,2322,0.81,Positive
2323,2323,2888,2323,0.69,Neutral
2324,2324,1352,2324,-0.35,Positive
2325,2325,2489,2325,0.08,Negative
2326,2326,4954,2326,0.12,Neutral
2327,2327,536,2327,-0.39,Positive
2328,2328,1716,2328,0.81,Positive
2329,2329,705,2329,-0.59,Positive
2330,2330,3900,2330,0.5,Negative
2331,2331,299,2331,0.99,Positive
2332,2332,570,2332,-0.54,Negative
2333,2333,4823,2333,0.62,Neutral
2334,2334,2411,2334,-0.73,Positive
2335,2335,3398,2335,0.06,Negative
2336,2336,2431,2336,0.69,Positive
2337,2337,475,2337,0.88,Positive
2338,2338,1808,2338,0.37,Negative
2339,2339,2391,2339,-0.09,Negative
2340,2340,2385,2340,-0.13,Positive
2341,2341,1717,2341,-0.18,Negative
2342,2342,3007,2342,-0.46,Negative
2343,2343,1356,2343,-0.04,Positive
2344,2344,3669,2344,-0.42,Neutral
2345,2345,4819,2345,-0.89,Negative
2346,2346,4446,2346,0.15,Neutral
2347,2347,3671,2347,0.47,Positive
2348,2348,380,2348,-0.6,Positive
2349,2349,3939,2349,-0.7,Positive
2350,2350,1910,2350,0.22,Negative
2351,2351,2034,2351,0.55,Positive
2352,2352,2538,2352,-0.26,Neutral
2353,2353,2924,2353,0.21,Neutral
2354,2354,1454,2354,-0.47,Neutral
2355,2355,735,2355,0.22,Positive
2356,2356,2542,2356,-0.94,Positive
2357,2357,2289,2357,-0.48,Positive
2358,2358,3452,2358,-0.13,Neutral
2359,2359,1440,2359,0.45,Negative
2360,2360,3911,2360,-0.21,Positive
2361,2361,3783,2361,-0.53,Neutral
2362,2362,2619,2362,-0.63,Positive
2363,2363,999,2363,0.33,Negative
2364,2364,1336,2364,0.45,Neutral
2365,2365,3163,2365,0.27,Neutral
2366,2366,2303,2366,0.39,Positive
2367,2367,3131,2367,-0.43,Negative
2368,2368,2542,2368,0.92,Neutral
2369,2369,2567,2369,-0.15,Negative
2370,2370,3784,2370,0.86,Negative
2371,2371,3178,2371,-0.63,Positive
2372,2372,3085,2372,0.13,Positive
2373,2373,3052,2373,0.07,Positive
2374,2374,776,2374,0.18,Positive
2375,2375,3848,2375,-0.69,Positive
2376,2376,858,2376,-0.6,Positive
2377,2377,1290,2377,0.95,Neutral
2378,2378,4882,2378,-0.14,Neutral
2379,2379,1588,2379,-0.7,Neutral
2380,2380,882,2380,-0.41,Negative
2381,2381,4801,2381,0.22,Negative
2382,2382,3518,2382,-0.91,Neutral
2383,2383,3162,2383,0.93,Negative
2384,2384,3110,2384,0.88,Neutral
2385,2385,2879,2385,0.82,Neutral
2386,2386,2348,2386,-0.57,Negative
2387,2387,1603,2387,-0.71,Positive
2388,2388,1406,2388,-0.78,Positive
2389,2389,736,2389,-0.64,Neutral
2390,2390,480,2390,-0.91,Neutral
2391,2391,2118,2391,0.94,Positive
2392,2392,4084,2392,-0.97,Neutral
2393,2393,3591,2393,0.56,Positive
2394,2394,3472,2394,0.78,Negative
2395,2395,2732,2395,0.71,Neutral
2396,2396,502,2396,-0.66,Neutral
2397,2397,3972,2397,0.92,Positive
2398,2398,4215,2398,0.93,Neutral
2399,2399,4700,2399,-0.19,Positive
2400,2400,466,2400,0.24,Negative
2401,2401,4501,2401,0.59,Positive
2402,2402,619,2402,-0.44,Neutral
2403,2403,3687,2403,0.05,Neutral
2404,2404,989,2404,-0.45,Neutral
2405,2405,3705,2405,0.47,Negative
2406,2406,786,2406,0.5,Positive
2407,2407,2317,2407,0.48,Negative
2408,2408,29,2408,0.49,Negative
2409,2409,2198,2409,-0.13,Neutral
2410,2410,193,2410,-0.31,Neutral
2411,2411,18,2411,-0.05,Neutral
2412,2412,2065,2412,0.91,Neutral
2413,2413,385,2413,-0.67,Positive
2414,2414,2501,2414,0.23,Neutral
2415,2415,861,2415,0.17,Negative
2416,2416,4158,2416,-0.95,Positive
2417,2417,307,2417,-0.94,Positive
2418,2418,2617,2418,-0.8,Negative
2419,2419,888,2419,-0.33,Positive
2420,2420,4269,2420,0.38,Positive
2421,2421,355,2421,0.46,Negative
2422,2422,4806,2422,0.7,Neutral
2423,2423,2523,2423,-0.71,Neutral
2424,2424,4057,2424,-0.48,Neutral
2425,2425,55,2425,-0.38,Positive
2426,2426,1846,2426,-0.25,Neutral
2427,2427,3278,2427,0.08,Negative
2428,2428,91,2428,0.28,Negative
2429,2429,1994,2429,-0.01,Positive
2430,2430,1492,2430,0.48,Negative
2431,2431,3729,2431,-0.07,Positive
2432,2432,1437,2432,0.11,Neutral
2433,2433,1121,2433,0.69,Neutral
2434,2434,1689,2434,0.68,Neutral
2435,2435,4334,2435,0.88,Neutral
2436,2436,1176,2436,0.69,Positive
2437,2437,4109,2437,-0.9,Positive
2438,2438,2801,2438,0.13,Positive
2439,2439,1148,2439,-0.94,Negative
2440,2440,2895,2440,0.22,Negative
2441,2441,2093,2441,-0.7,Negative
2442,2442,4545,2442,-0.57,Positive
2443,2443,2525,2443,0.07,Neutral
2444,2444,1544,2444,0.49,Neutral
2445,2445,4560,2445,0.57,Negative
2446,2446,2532,2446,-0.59,Neutral
2447,2447,4957,2447,-0.18,Negative
2448,2448,689,2448,0.15,Negative
2449,2449,4849,2449,0.06,Positive
2450,2450,1907,2450,0.86,Negative
2451,2451,4159,2451,-0.26,Positive
2452,2452,1469,2452,0.82,Positive
2453,2453,912,2453,0.25,Positive
2454,2454,1053,2454,-0.27,Negative
2455,2455,1132,2455,-0.92,Positive
2456,2456,2016,2456,-0.4,Positive
2457,2457,1226,2457,0.86,Neutral
2458,2458,544,2458,-0.1,Neutral
2459,2459,1442,2459,-0.61,Negative
2460,2460,4617,2460,-0.2,Neutral
2461,2461,428,2461,-0.03,Neutral
2462,2462,818,2462,0.47,Negative
2463,2463,4987,2463,-0.92,Positive
2464,2464,156,2464,0.52,Negative
2465,2465,2020,2465,-0.85,Positive
2466,2466,3436,2466,0.41,Negative
2467,2467,4095,2467,0.65,Neutral
2468,2468,4406,2468,-0.86,Positive
2469,2469,3381,2469,-0.89,Negative
2470,2470,1382,2470,0.89,Positive
2471,2471,589,2471,0.35,Negative
2472,2472,1334,2472,0.75,Positive
2473,2473,1416,2473,-0.56,Positive
2474,2474,578,2474,-0.51,Positive
2475,2475,4477,2475,-0.1,Neutral
2476,2476,3656,2476,0.48,Positive
2477,2477,791,2477,0.44,Positive
2478,2478,4398,2478,0.45,Negative
2479,2479,4281,2479,0.86,Positive
2480,2480,3624,2480,0.96,Positive
2481,2481,3306,2481,0.91,Neutral
2482,2482,3444,2482,-0.74,Positive
2483,2483,3451,2483,-0.85,Neutral
2484,2484,4662,2484,-0.32,Neutral
2485,2485,2803,2485,-0.55,Neutral
2486,2486,3035,2486,0.72,Negative
2487,2487,3959,2487,0.62,Neutral
2488,2488,52,2488,-0.27,Neutral
2489,2489,119,2489,0.38,Positive
2490,2490,4015,2490,0.95,Negative
2491,2491,3103,2491,0.57,Negative
2492,2492,45,2492,0.94,Neutral
2493,2493,2247,2493,0.2,Positive
2494,2494,2992,2494,-0.02,Positive
2495,2495,2305,2495,0.64,Neutral
2496,2496,762,2496,-0.2,Negative
2497,2497,2290,2497,-0.42,Positive
2498,2498,3712,2498,-0.12,Neutral
2499,2499,3106,2499,-0.79,Positive
2500,2500,2937,2500,0.15,Negative
2501,2501,3710,2501,-0.71,Negative
2502,2502,1911,2502,-0.73,Positive
2503,2503,3794,2503,0.39,Positive
2504,2504,1400,2504,0.68,Negative
2505,2505,557,2505,-0.61,Neutral
2506,2506,3849,2506,-0.92,Negative
2507,2507,45,2507,-0.14,Positive
2508,2508,1981,2508,-0.32,Negative
2509,2509,4162,2509,-0.01,Negative
2510,2510,2189,2510,-0.06,Neutral
